9th,1,1,4707
a0247,1,1,4708
a0665,2,2,4709
a0757,1,1,4711
a0808,1,1,4712
a0828,1,1,4713
a0897,1,1,4714
a0927,1,1,4715
a0934,1,1,4716
a0961,1,1,4717
a1536,1,1,4718
a1570,1,1,4719
a1614,1,1,4720
a1927,1,1,4721
a1956,1,1,4722
a2186,2,2,4723
a2193,1,1,4725
a2202,1,1,4726
a2268,1,1,4727
a2424,2,2,4728
a2450,1,1,4730
a2456,1,1,4731
a2500,1,1,4732
a2655,2,2,4733
a2777,1,1,4735
a2868,1,1,4736
a2876,1,1,4737
a3110,1,1,4738
a3130,2,2,4739
a3421,1,1,4741
a3426,1,1,4742
a3456,1,1,4743
a3531,1,1,4744
a3564,1,1,4745
a3584,1,1,4746
a3989,1,1,4747
a4139,1,1,4748
a4327,1,1,4749
a4381,1,1,4750
a4547,1,1,4751
a4586,1,1,4752
a4845,1,1,4753
a4876,1,1,4754
a4986,1,1,4755
a4988,1,1,4756
a4990,1,1,4757
a5042,2,2,4758
a5043,1,1,4760
a5063,1,1,4761
a5071,1,1,4762
a5105,1,1,4763
a5155,1,1,4764
a5203,1,1,4765
a5300,1,1,4766
a5304,1,1,4767
a5445,1,1,4768
a5471,1,1,4769
a5532,1,1,4770
a5540,1,1,4771
a5563,1,1,4772
a6016,1,1,4773
a6136,1,1,4774
a6141,1,1,4775
a6153,1,1,4776
a6157,1,1,4777
a6253,1,1,4778
a6256,1,1,4779
a6400,1,1,4780
a6516,1,1,4781
a7022,1,1,4782
a7031,1,1,4783
a7162,1,1,4784
a7172,1,1,4785
a7257,1,1,4786
a7347,1,1,4787
a7455,1,1,4788
a7493,1,1,4789
a7526,1,1,4790
a7634,1,1,4791
a7725,1,1,4792
a7778,1,1,4793
a7788,1,1,4794
a7808,1,1,4795
a7824,1,1,4796
a7831,1,1,4797
a7852,1,1,4798
a7876,1,1,4799
a7925,1,1,4800
a8015,1,1,4801
a8038,1,1,4802
a8236,1,1,4803
a8441,1,1,4804
a8486,1,1,4805
a8651,1,1,4806
a8670,1,1,4807
a8693,1,1,4808
a8697,1,1,4809
a8706,1,1,4810
a8712,1,1,4811
a8811,1,1,4812
a8817,1,1,4813
a8826,2,2,4814
a8866,1,1,4816
a8867,1,1,4817
a8877,2,2,4818
a8901,1,1,4820
a9323,1,1,4821
a9456,1,1,4822
a9504,1,1,4823
a9645,1,1,4824
a9730,1,1,4825
a9773,1,1,4826
a9785,1,1,4827
a9913,2,2,4828
a9922,1,1,4830
a9950,1,1,4831
aah,1,1,4832
